ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
8639924,HV314660,06/02/2012 12:32:00 AM,033XX W MAYPOLE AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,APARTMENT,true,false,1123,011,28,27,26,1154061,1900783,02/04/2016 06:33:39 AM,41.883578698,-87.709734846
8639944,HV314664,06/02/2012 12:07:00 AM,045XX W FULTON ST,0890,THEFT,FROM BUILDING,OTHER,false,false,1113,011,28,26,06,1146112,1901367,02/04/2016 06:33:39 AM,41.885336056,-87.738909623
8639950,HV314647,06/02/2012 12:29:00 AM,071XX S CHRISTIANA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,0831,008,18,66,18,1155271,1857121,02/04/2016 06:33:39 AM,41.763740367,-87.706461412
8639951,HV314655,06/02/2012 12:05:00 AM,006XX N LECLAIRE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1532,015,28,25,08B,1142252,1903601,02/04/2016 06:33:39 AM,41.891538918,-87.753028938
8639956,HV314630,06/02/2012 12:12:00 AM,090XX S BUFFALO AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,true,true,0424,004,10,46,04B,1199615,1845612,02/04/2016 06:33:39 AM,41.731157122,-87.544320053
8639959,HV314669,06/02/2012 12:28:00 AM,004XX N MONTICELLO AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1122,011,27,23,18,1151958,1902821,02/04/2016 06:33:39 AM,41.889212856,-87.717403563
8639961,HV314686,06/02/2012 01:02:00 AM,087XX S HALSTED ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2223,022,21,71,18,1172503,1846954,02/04/2016 06:33:39 AM,41.735478834,-87.643601006
8639966,HV314667,06/02/2012 12:40:00 AM,034XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0211,002,4,35,08B,1179474,1882305,02/04/2016 06:33:39 AM,41.832329279,-87.616983146
8639969,HV314694,06/02/2012 01:07:00 AM,019XX N LARAMIE AVE,2022,NARCOTICS,POSS: COCAINE,STREET,true,false,2533,025,37,19,18,1141412,1912409,02/04/2016 06:33:39 AM,41.91572463,-87.755896167
8640048,HV314730,06/02/2012 02:05:00 AM,014XX W ELMDALE AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,2013,020,48,77,03,1165532,1939958,02/04/2016 06:33:39 AM,41.990840499,-87.666493478
8640754,HV315741,06/02/2012 07:30:00 PM,031XX W MADISON ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,1124,011,28,27,08A,1155538,1899852,02/04/2016 06:33:39 AM,41.880994362,-87.704336216
8639980,HV314706,06/02/2012 01:37:00 AM,008XX N LEAMINGTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1531,015,37,25,08B,1141872,1905014,02/04/2016 06:33:39 AM,41.895423402,-87.754389506
8639981,HV314713,06/02/2012 01:30:00 AM,065XX S RICHMOND ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0831,008,15,66,18,1157837,1861228,02/04/2016 06:33:39 AM,41.774958888,-87.696944997
8639982,HV314682,06/02/2012 12:01:00 AM,069XX S CAMPBELL AVE,0560,ASSAULT,SIMPLE,APARTMENT,true,false,0832,008,15,66,08A,1160907,1858543,02/04/2016 06:33:39 AM,41.767527973,-87.68576485
8639983,HV314692,06/02/2012 01:00:00 AM,063XX S FAIRFIELD AVE,0810,THEFT,OVER $500,APARTMENT,false,true,0825,008,15,66,06,1159133,1862552,02/04/2016 06:33:39 AM,41.778565718,-87.692157822
