ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
8620408,HV294135,05/19/2012 06:45:00 PM,042XX W 31ST ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,1031,010,22,30,08B,1148412,1883699,02/04/2016 06:33:39 AM,41.836808865,-87.730918769
8619456,HV293013,05/19/2012 12:15:00 AM,047XX S WOLCOTT AVE,2022,NARCOTICS,POSS: COCAINE,STREET,true,false,0931,009,20,61,18,1164482,1873347,02/04/2016 06:33:39 AM,41.808077424,-87.672243631
8619467,HV293011,05/19/2012 12:43:00 AM,052XX S LONG AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0814,008,23,56,18,1141251,1869299,02/04/2016 06:33:39 AM,41.797427814,-87.757549778
8619472,HV293027,05/19/2012 12:15:00 AM,035XX N HALSTED ST,0460,BATTERY,SIMPLE,OTHER,false,false,1924,019,44,6,08B,1170298,1923596,02/04/2016 06:33:39 AM,41.945839548,-87.649443495
8619479,HV293016,05/19/2012 12:25:00 AM,046XX N SPAULDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,false,false,1713,017,33,14,14,1153550,1930514,02/04/2016 06:33:39 AM,41.965173188,-87.710818712
8619480,HV293026,05/19/2012 12:27:00 AM,039XX S KEDZIE AVE,0460,BATTERY,SIMPLE,SIDEWALK,true,false,0921,009,14,58,08B,1155654,1878121,02/04/2016 06:33:39 AM,41.821359688,-87.70449461
8619485,HV293062,05/19/2012 12:30:00 AM,063XX S KENWOOD AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,0314,003,20,42,04B,1186161,1863154,02/04/2016 06:33:39 AM,41.779621922,-87.593053201
8619486,HV292987,05/19/2012 12:01:00 AM,005XX E 47TH ST,0560,ASSAULT,SIMPLE,CONVENIENCE STORE,false,false,0223,002,3,38,08A,1180542,1873970,02/04/2016 06:33:39 AM,41.809432891,-87.613320823
8619492,HV293039,05/19/2012 01:00:00 AM,030XX E 96TH ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,true,false,0431,004,10,51,26,1198081,1841879,02/04/2016 06:33:39 AM,41.720951911,-87.550063956
8619494,HV293073,05/19/2012 01:40:00 AM,012XX S WABASH AVE,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,0131,001,2,33,08A,1176964,1894825,02/04/2016 06:33:39 AM,41.866742115,-87.625814117
8619497,HV293055,05/19/2012 12:30:00 AM,019XX N CLARK ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1814,018,43,7,05,1174188,1913264,02/04/2016 06:33:39 AM,41.917402098,-87.635454463
8619498,HV293065,05/19/2012 01:20:00 AM,069XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0322,003,6,69,08B,1180118,1859049,02/04/2016 06:33:39 AM,41.76849801,-87.615333008
8619501,HV293060,05/19/2012 01:15:00 AM,031XX W LEXINGTON ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,false,1134,011,24,27,04B,1155636,1896533,02/04/2016 06:33:39 AM,41.871884716,-87.704065717
8619502,HV293083,05/19/2012 12:30:00 AM,028XX W ADAMS ST,0610,BURGLARY,FORCIBLE ENTRY,"SCHOOL, PUBLIC, BUILDING",false,false,1124,011,2,27,05,1157481,1898897,02/04/2016 06:33:39 AM,41.878334451,-87.69722762
