ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
11234480,JB157308,01/31/2014 12:01:00 AM,0000X E 121ST PL,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,false,false,0532,005,9,53,26,,,02/20/2018 04:02:31 PM,,
9508342,HX134362,01/31/2014 03:00:00 PM,005XX N HAMLIN AVE,2013,NARCOTICS,MANU/DELIVER: HEROIN(BRN/TAN),RESIDENCE PORCH/HALLWAY,true,false,1122,011,27,23,18,1150960,1903329,05/19/2018 03:46:24 PM,41.89062646,-87.721055336
9480407,HX133714,01/31/2014 12:00:00 AM,005XX W 95TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,2223,022,21,73,06,1174202,1841887,02/04/2016 06:33:39 AM,41.721536767,-87.637526609
9480422,HX133704,01/31/2014 12:30:00 AM,0000X E CULLERTON ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0131,001,3,33,03,1177228,1890722,02/04/2016 06:33:39 AM,41.855477243,-87.62496923
9480426,HX133701,01/31/2014 12:16:00 AM,016XX W 83RD ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,OTHER,true,false,0614,006,18,71,18,1166660,1849667,02/04/2016 06:33:39 AM,41.743050207,-87.664930307
9480433,HX133721,01/31/2014 01:25:00 AM,060XX N WESTERN AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,false,false,2413,024,40,2,06,1159227,1939947,02/04/2016 06:33:39 AM,41.99094269,-87.689685077
9480435,HX133702,01/31/2014 12:10:00 AM,023XX E 70TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0331,003,5,43,08B,1193102,1859003,02/04/2016 06:33:39 AM,41.768064494,-87.567742564
9480439,HX133708,01/31/2014 12:33:00 AM,047XX S GREENWOOD AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,false,false,0222,002,4,39,05,1184378,1873869,02/04/2016 06:33:39 AM,41.809066689,-87.59925438
9480445,HX133712,01/31/2014 12:50:00 AM,063XX S DREXEL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,true,true,0314,003,20,42,06,1183482,1863199,02/04/2016 06:33:39 AM,41.779808274,-87.602873227
9480448,HX133689,01/31/2014 12:10:00 AM,020XX W FOSTER AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,2012,020,40,4,04A,1161864,1934529,02/04/2016 06:33:39 AM,41.9760207,-87.680137529
9480449,HX133729,01/31/2014 01:28:00 AM,016XX W GRAND AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,false,1215,012,26,24,04B,1165519,1903565,02/04/2016 06:33:39 AM,41.890976538,-87.667580926
9480454,HX133741,01/31/2014 01:00:00 AM,003XX E ILLINOIS ST,0890,THEFT,FROM BUILDING,MOVIE HOUSE/THEATER,false,false,1834,018,42,8,06,1178708,1903688,02/04/2016 06:33:39 AM,41.891023035,-87.619141016
9480455,HX133731,01/31/2014 02:00:00 AM,027XX S DEARBORN ST,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,CHA APARTMENT,true,true,0133,001,3,35,14,1176316,1886532,02/04/2016 06:33:39 AM,41.844000177,-87.628442902
9480456,HX133693,01/31/2014 12:01:00 AM,066XX S HALSTED ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,0723,007,6,68,06,1172118,1860614,02/04/2016 06:33:39 AM,41.772972076,-87.644610871
9480457,HX133728,01/31/2014 01:20:00 AM,015XX W 69TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0734,007,17,67,03,1167046,1858966,02/04/2016 06:33:39 AM,41.768559705,-87.663250604
9480460,HX133732,01/31/2014 12:10:00 AM,044XX S CHRISTIANA AVE,2022,NARCOTICS,POSS: COCAINE,ALLEY,true,false,0821,008,14,58,18,1154762,1875039,02/04/2016 06:33:39 AM,41.812920141,-87.707849248
9480462,HX133699,01/31/2014 12:15:00 AM,024XX N MILWAUKEE AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1414,014,35,22,08A,1156416,1915876,02/04/2016 06:33:39 AM,41.924947914,-87.700678316
9480463,HX133742,01/31/2014 01:50:00 AM,070XX S RACINE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0734,007,17,67,08B,1169535,1858171,02/04/2016 06:33:39 AM,41.76632455,-87.6541502
9480465,HX133710,01/31/2014 12:35:00 AM,072XX S PERRY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0731,007,6,69,08B,1176649,1857030,02/04/2016 06:33:39 AM,41.76303641,-87.628109185
9480466,HX133748,01/31/2014 02:30:00 AM,075XX S UNION AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0621,006,17,68,06,1172937,1854986,02/04/2016 06:33:39 AM,41.757510128,-87.641774505
9480469,HX133740,01/31/2014 01:02:00 AM,005XX N MICHIGAN AVE,0460,BATTERY,SIMPLE,HOTEL/MOTEL,true,false,1834,018,42,8,08B,1177337,1904039,02/04/2016 06:33:39 AM,41.892017399,-87.624165306
9480472,HX133750,01/31/2014 01:50:00 AM,024XX N LINCOLN AVE,0460,BATTERY,SIMPLE,SIDEWALK,true,false,1932,019,43,7,08B,1169965,1916711,02/04/2016 06:33:39 AM,41.926954091,-87.650868938
9480473,HX133747,01/31/2014 02:06:00 AM,024XX E 76TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,0421,004,7,43,18,1193978,1855050,02/04/2016 06:33:39 AM,41.757195725,-87.564661158
9480478,HX133758,01/31/2014 03:14:00 AM,027XX N LARAMIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2521,025,31,19,08B,1141251,1917543,02/04/2016 06:33:39 AM,41.929815843,-87.756360766
9480480,HX133770,01/31/2014 12:01:00 AM,014XX W MORSE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),false,false,2431,024,49,1,11,1165410,1946171,02/04/2016 06:33:39 AM,42.007891717,-87.666764317
9480481,HX133756,01/31/2014 02:02:00 AM,039XX N CICERO AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,1634,016,45,15,04B,1143668,1925605,02/04/2016 06:33:39 AM,41.951893745,-87.747276287
9480483,HX133762,01/31/2014 02:16:00 AM,018XX S SPRINGFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1014,010,24,29,08B,1150689,1890757,02/04/2016 06:33:39 AM,41.856132778,-87.72237922
9480485,HX133765,01/31/2014 03:30:00 AM,068XX S PRAIRIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0322,003,20,69,14,1179221,1859715,02/04/2016 06:33:39 AM,41.770346085,-87.618600639
9480486,HX133771,01/31/2014 04:18:00 AM,034XX W DOUGLAS BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,true,true,1021,010,24,29,14,1153757,1893245,02/04/2016 06:33:39 AM,41.862899676,-87.711051839
9480489,HX133781,01/31/2014 02:36:00 AM,017XX W TAYLOR ST,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,HOSPITAL BUILDING/GROUNDS,true,false,1231,012,2,28,08B,1165011,1895630,02/04/2016 06:33:39 AM,41.869213054,-87.669671899
9480492,HX133780,01/31/2014 04:18:00 AM,023XX W DEVON AVE,0610,BURGLARY,FORCIBLE ENTRY,APPLIANCE STORE,false,false,2412,024,50,2,05,1159359,1942426,02/04/2016 06:33:39 AM,41.997742435,-87.689130952
9480493,HX133785,01/31/2014 05:00:00 AM,021XX N KARLOV AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2525,025,30,20,14,1148700,1913936,02/04/2016 06:33:39 AM,41.919777091,-87.729080821
9480498,HX133772,01/31/2014 03:50:00 AM,053XX N CLARK ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,2012,020,40,77,05,1165068,1935454,02/04/2016 06:33:39 AM,41.978491288,-87.668328805
9480503,HX133735,01/31/2014 01:50:00 AM,014XX N WOOD ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1424,014,1,24,05,1164126,1909919,02/04/2016 06:33:39 AM,41.908441926,-87.672516969
9480504,HX133760,01/31/2014 03:00:00 AM,016XX S DRAKE AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,true,false,1021,010,24,29,03,1152976,1891502,02/04/2016 06:33:39 AM,41.858132183,-87.713964985
9480505,HX133784,01/31/2014 04:30:00 AM,058XX S CALUMET AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,true,0232,002,20,40,06,1179481,1866345,02/04/2016 06:33:39 AM,41.788533531,-87.617445268
9480510,HX133761,01/31/2014 03:22:00 AM,010XX W 129TH PL,0560,ASSAULT,SIMPLE,RESIDENCE,true,true,0523,005,34,53,08A,1171952,1818852,02/04/2016 06:33:39 AM,41.658374668,-87.646440719
9480511,HX133793,01/31/2014 05:30:00 AM,068XX S PERRY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0722,007,6,69,08B,1176579,1859603,02/04/2016 06:33:39 AM,41.770098585,-87.628288445
