ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
10000061,HY189916,03/18/2014 12:00:00 PM,002XX S WABASH AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,false,false,0113,001,42,32,26,1176846,1899346,02/10/2018 03:50:01 PM,41.879150677,-87.626110555
9535530,HX189055,03/18/2014 06:39:00 AM,057XX S ADA ST,1025,ARSON,AGGRAVATED,RESIDENCE,false,false,0713,007,16,67,09,1168307,1866722,02/04/2016 06:33:39 AM,41.789816075,-87.658405276
9534953,HX188959,03/18/2014 12:30:00 AM,002XX N LECLAIRE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1532,015,28,25,08B,1142337,1901133,02/04/2016 06:33:39 AM,41.88476485,-87.752778091
9534954,HX188940,03/18/2014 12:15:00 AM,022XX N AUSTIN AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,true,false,2515,025,37,19,04A,1136031,1914326,02/04/2016 06:33:39 AM,41.921082818,-87.77562006
9534957,HX188958,03/18/2014 12:20:00 AM,082XX S LAFLIN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,true,true,0614,006,21,71,08B,1167770,1850072,02/04/2016 06:33:39 AM,41.744137853,-87.660851618
9534963,HX188954,03/18/2014 12:21:00 AM,106XX S PRAIRIE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,0512,005,9,49,15,1179801,1834372,02/04/2016 06:33:39 AM,41.700788603,-87.617247538
9534970,HX188982,03/18/2014 01:15:00 AM,029XX W 55TH ST,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,STREET,true,false,0923,009,14,63,26,1157492,1868025,02/04/2016 06:33:39 AM,41.793617825,-87.698025624
9534971,HX188977,03/18/2014 01:27:00 AM,039XX W JACKSON BLVD,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,SIDEWALK,true,false,1132,011,28,26,18,1150182,1898397,02/04/2016 06:33:39 AM,41.877107715,-87.724041149
9534972,HX188962,03/18/2014 12:01:00 AM,119XX S LAFAYETTE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0522,005,9,53,05,1178064,1825748,02/04/2016 06:33:39 AM,41.677162539,-87.623867836
9534976,HX188976,03/18/2014 12:30:00 AM,025XX W LELAND AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1911,019,47,4,08B,1158394,1931124,02/04/2016 06:33:39 AM,41.966749105,-87.692991664
9534977,HX188975,03/18/2014 01:15:00 AM,071XX S ROCKWELL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,0831,008,18,66,14,1160273,1857312,02/04/2016 06:33:39 AM,41.764163004,-87.688122597
9535531,HX189080,03/18/2014 12:55:00 AM,045XX N ELSTON AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,1722,017,39,14,05,1147506,1929769,02/04/2016 06:33:39 AM,41.9632472,-87.733060437
9534983,HX188966,03/18/2014 12:45:00 AM,065XX S RACINE AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,0724,007,17,67,08B,1169443,1861521,02/04/2016 06:33:39 AM,41.775519362,-87.654390481
9534985,HX188987,03/18/2014 01:27:00 AM,028XX S KARLOV AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,true,false,1031,010,22,30,14,1149508,1884861,02/04/2016 06:33:39 AM,41.839976382,-87.72686696
9534988,HX188994,03/18/2014 02:15:00 AM,029XX W 25TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,true,1033,010,12,30,08B,1157242,1886941,02/04/2016 06:33:39 AM,41.845530781,-87.698429826
9534991,HX188983,03/18/2014 01:00:00 AM,052XX S CHRISTIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0822,008,14,63,14,1154934,1869617,02/04/2016 06:33:39 AM,41.79803799,-87.70736319
9534996,HX188995,03/18/2014 02:30:00 AM,120XX S DOTY AVE W,0460,BATTERY,SIMPLE,STREET,false,false,0532,005,9,54,08B,1184127,1825103,02/04/2016 06:33:39 AM,41.675253432,-87.601695694
9535000,HX189005,03/18/2014 03:40:00 AM,063XX S ASHLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0725,007,16,67,08B,1166755,1862773,02/04/2016 06:33:39 AM,41.779012821,-87.664208692
9535001,HX189000,03/18/2014 02:55:00 AM,018XX S HAMLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1014,010,24,29,08B,1151347,1890681,02/04/2016 06:33:39 AM,41.855911352,-87.719966
9535005,HX188967,03/18/2014 12:42:00 AM,018XX N DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),true,false,1434,014,32,22,14,1162734,1912337,02/04/2016 06:33:39 AM,41.915106402,-87.677562567
9535012,HX189004,03/18/2014 03:03:00 AM,062XX W FULLERTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,true,true,2512,025,29,19,14,1134475,1915285,02/04/2016 06:33:39 AM,41.923742054,-87.78131458
9535013,HX189010,03/18/2014 02:50:00 AM,020XX W NORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,true,false,1424,014,1,24,14,1162517,1910645,02/04/2016 06:33:39 AM,41.910467985,-87.678407267
9535015,HX188933,03/18/2014 12:07:00 AM,065XX S HARVARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0722,007,20,68,08B,1175191,1861568,02/04/2016 06:33:39 AM,41.775521875,-87.633317618
