ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
11510614,JB519499,10/02/2018 11:00:00 AM,126XX S YALE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0523,005,9,53,08A,,,11/18/2018 04:11:31 PM,,
11466971,JB459481,10/02/2018 12:17:00 PM,024XX S OAKLEY AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,1034,010,25,31,04A,1161425,1887611,11/19/2018 04:14:28 PM,41.847283446,-87.683059988
11465570,JB460704,10/02/2018 09:00:00 AM,030XX W 41ST PL,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,RESIDENCE-GARAGE,true,false,0921,009,15,58,04B,1156817,1876965,11/18/2018 04:02:28 PM,41.818164041,-87.700259347
11478054,JB477561,10/02/2018 10:00:00 PM,002XX N MICHIGAN AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,DRUG STORE,false,false,0114,001,42,32,11,1177258,1901860,11/16/2018 03:55:15 PM,41.886039903,-87.624521539
11503667,JB511165,10/02/2018 12:01:00 AM,016XX N LINDER AVE,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,RESIDENCE,false,true,2532,025,37,25,17,1139486,1910370,11/14/2018 04:03:33 PM,41.910164748,-87.763022056
11488609,JB491140,10/02/2018 09:12:00 PM,008XX N MICHIGAN AVE,0810,THEFT,OVER $500,DEPARTMENT STORE,true,false,1833,018,2,8,06,1177338,1906181,11/14/2018 04:03:33 PM,41.897895128,-87.624096605
11465593,JB459322,10/02/2018 09:15:00 AM,013XX S WABASH AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0131,001,3,33,06,1176979,1894213,11/09/2018 04:06:58 PM,41.865062409,-87.625777568
11464980,JB460152,10/02/2018 06:30:00 PM,004XX W HARRISON ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,true,false,0124,001,25,28,03,1173461,1897593,11/09/2018 04:06:58 PM,41.8744162,-87.638591667
11465279,JB460460,10/02/2018 10:00:00 PM,070XX S LOOMIS BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,false,false,0734,007,6,67,07,1168214,1858067,11/08/2018 04:10:52 PM,41.766067682,-87.658995139
11495511,JB500368,10/02/2018 10:31:00 AM,069XX S PERRY AVE,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,false,false,0731,007,6,69,26,1176595,1859013,11/07/2018 04:13:47 PM,41.7684792,-87.628247525
