ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
,HN105716,08/19/2004 12:00:00 AM,024XX W 63RD ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,true,0825,,15,,06,,,,,
,HK566953,08/19/2004 12:00:00 AM,009XX W WEBSTER AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,STREET,false,false,1812,,43,,11,1169466,1914811,,41.921751279,-87.652757947
,HK567036,08/19/2004 01:00:00 AM,034XX S WOOD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0922,,11,,07,1164909,1882003,,41.831821423,-87.670432563
,HK567126,08/19/2004 12:00:00 AM,051XX N SHERIDAN RD,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2024,,48,,14,1168703,1934476,,41.975729415,-87.654989539
,HK567003,08/19/2004 02:30:00 AM,017XX W 18TH ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,1223,,25,,04B,1164911,1891447,,41.857736648,-87.670157651
,HK567040,08/19/2004 05:00:00 AM,032XX N KIMBALL AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,OTHER,true,false,1732,,35,,04B,1153141,1921742,,41.941110356,-87.712556137
,HK567206,08/19/2004 07:45:00 AM,040XX N SHERIDAN RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA PLATFORM,false,false,2322,,46,,11,1168883,1926821,,41.954719937,-87.654550627
,HK567043,08/19/2004 05:04:50 AM,073XX S UNIVERSITY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0324,,5,,08B,1185152,1856593,,41.761641717,-87.596958214
,HK567239,08/19/2004 12:00:00 AM,045XX N MAGNOLIA AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2311,,46,,06,1167103,1930181,,41.963978407,-87.660997249
,HK567339,08/19/2004 01:00:00 AM,061XX S COTTAGE GROVE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,0313,,20,,26,1182620,1864472,,41.783321552,-87.605993923
,HK567016,08/19/2004 04:03:53 AM,126XX S MUSKEGON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0433,,10,,14,1197078,1821585,,41.665288106,-87.554409821
,HK567055,08/19/2004 05:25:00 AM,014XX N LAWNDALE AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,2535,,26,,03,1151438,1909359,,41.907164003,-87.719141337
,HK566918,08/19/2004 01:21:57 AM,107XX S WABASH AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,true,false,0513,,9,,04A,1178482,1833685,,41.698933372,-87.622097982
,HK567319,08/19/2004 09:30:00 AM,011XX N AVERS AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1112,,27,,06,1150507,1907357,,41.901688561,-87.722613684
,HK567060,08/19/2004 05:00:00 AM,012XX N SEDGWICK ST,0850,THEFT,ATTEMPT THEFT,STREET,false,false,1821,,27,,06,1173427,1908611,,41.904650999,-87.638388874
,HK566862,08/19/2004 12:05:00 AM,031XX W 40TH PL,0560,ASSAULT,SIMPLE,RESIDENCE,true,false,0912,,14,,08A,1156096,1877599,,41.819918365,-87.702887167
,HK567467,08/19/2004 09:00:00 AM,079XX S PEORIA ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0621,,17,,06,1171686,1852145,,41.749741563,-87.646442367
,HK566948,08/19/2004 01:15:00 AM,012XX N STATE PKWY,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1824,,42,,06,1176056,1908853,,41.905256208,-87.628724603
,HK566997,08/19/2004 03:25:00 AM,023XX S SEELEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,VACANT LOT/LAND,false,false,1034,,25,,14,1163004,1888471,,41.849610417,-87.677240943
,HK566917,08/19/2004 01:00:00 AM,009XX W EVERGREEN AVE,0560,ASSAULT,SIMPLE,FACTORY/MANUFACTURING BUILDING,false,false,1822,,32,,08A,1169576,1908666,,41.90488666,-87.652533001
,HK567498,08/19/2004 03:30:00 AM,102XX S PROSPECT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2213,,19,,07,1167519,1836737,,41.707549979,-87.662152279
,HK567657,08/19/2004 12:00:00 AM,019XX S MORGAN ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,1233,,25,,06,1169994,1890923,,41.856189499,-87.651515357
,HK567747,08/19/2004 07:30:00 AM,001XX S RIVERSIDE PLZ,0810,THEFT,OVER $500,STREET,false,false,0111,,2,,06,1173421,1899683,,41.880152185,-87.638676422
,HK567785,08/19/2004 12:30:00 PM,022XX N ELSTON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,false,false,1432,,32,,26,1163998,1914805,,41.921852139,-87.672848951
