ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
,HK279210,04/03/2004 02:00:00 AM,078XX S EMERALD AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0621,,17,,26,1172659,1852927,,41.7518661,-87.642853896
,HK279285,04/03/2004 03:00:00 AM,001XX S STATE ST,0880,THEFT,PURSE-SNATCHING,STREET,false,false,0123,,42,,06,1176400,1899863,,41.880579428,-87.627732563
,HK279299,04/03/2004 01:30:00 AM,100XX S ESCANABA AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,0431,,10,,07,1197116,1838935,,41.712897351,-87.553696109
,HK279395,04/03/2004 12:00:00 AM,081XX S PEORIA ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0613,,21,,05,1171721,1850966,,41.746505465,-87.646348607
,HK279451,04/03/2004 12:00:00 AM,014XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,0132,,2,,06,1177449,1893672,,41.863567228,-87.624068617
,HK279093,04/03/2004 12:12:27 AM,121XX S LOWE AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,STREET,false,false,0523,,34,,04B,1174171,1824387,,41.673514815,-87.638157521
,HK279329,04/03/2004 04:35:51 AM,099XX S HALSTED ST,0810,THEFT,OVER $500,GAS STATION,false,false,2232,,34,,06,1172734,1839039,,41.713753878,-87.642987258
,HK279456,04/03/2004 12:00:00 AM,012XX W 73RD ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0734,,17,,06,1169006,1856367,,41.761385586,-87.656141235
,HK279137,04/03/2004 01:06:12 AM,025XX S CENTRAL PARK AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,false,1013,,22,,04B,1152774,1886993,,41.845762946,-87.714825668
,HK279478,04/03/2004 12:00:00 AM,004XX W DIVISION ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,GROCERY FOOD STORE,false,false,1821,,27,,11,1173175,1908290,,41.903775756,-87.639324074
