ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
,HK829396,12/26/2004 09:50:36 PM,015XX W 66TH ST,2027,NARCOTICS,POSS: CRACK,OTHER,true,false,0725,,17,,18,,,,,
,HK828129,12/26/2004 12:59:00 AM,002XX W 106TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,0512,,34,,26,1176439,1834315,,41.700708236,-87.629559608
,HK828236,12/26/2004 01:52:00 AM,010XX N WOOD ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,false,false,1322,,1,,09,1164205,1907039,,41.900537331,-87.672308288
,HK828356,12/26/2004 05:45:00 AM,080XX S LUELLA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,false,0414,,8,,08B,1192592,1852004,,41.748871121,-87.569839601
,HK828324,12/26/2004 04:42:00 AM,018XX W 108TH PL,0460,BATTERY,SIMPLE,RESIDENCE,false,false,2212,,19,,08B,1165592,1832450,,41.695826735,-87.66933006
,HK828213,12/26/2004 01:37:21 AM,030XX S DRAKE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,true,true,1032,,22,,26,1153186,1884089,,41.83778586,-87.71339058
,HK828177,12/26/2004 01:01:00 AM,079XX S KINGSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0422,,7,,08B,1194565,1852821,,41.751064764,-87.56258312
,HK828489,12/26/2004 09:25:00 AM,005XX S DEARBORN ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,0132,,2,,06,1176008,1897956,,41.875355342,-87.629229381
,HK828450,12/26/2004 09:24:00 AM,006XX E WOODLAND PARK,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,2122,,4,,26,1181235,1882380,,41.832494605,-87.610519553
,HK828520,12/26/2004 10:30:00 AM,018XX N LAWNDALE AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER RAILROAD PROP / TRAIN DEPOT,true,false,2535,,26,,26,1151425,1911884,,41.914093094,-87.719122671
,HK828867,12/26/2004 01:30:00 AM,004XX N ARMOUR ST,0820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,false,false,1324,,27,,06,1166085,1903438,,41.890615971,-87.665505926
,HK828833,12/26/2004 06:00:00 AM,069XX N KEDZIE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,2411,,50,,26,1153857,1945811,,42.007142825,-87.709280128
,HK828898,12/26/2004 03:00:00 PM,013XX N HUDSON AVE,0560,ASSAULT,SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,false,false,1821,,27,,08A,1173068,1909520,,41.907153315,-87.639680572
,HK828866,12/26/2004 11:00:00 AM,015XX S CALIFORNIA BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1023,,28,,07,1157938,1892387,,41.860461049,-87.69572716
,HK828696,12/26/2004 02:00:00 AM,027XX W PRINDIVILLE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1431,,1,,14,1157738,1914549,,41.921279659,-87.695856926
,HK829016,12/26/2004 05:00:00 AM,042XX W FILLMORE ST,0810,THEFT,OVER $500,STREET,false,false,1132,,24,,06,1148310,1895032,,41.867910021,-87.731001351
,HK829289,12/26/2004 09:00:00 AM,077XX W ADDISON ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,false,false,1631,,36,,14,1124058,1923048,,41.945222366,-87.819420496
,HK829321,12/26/2004 08:24:00 PM,073XX S SOUTH SHORE DR,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0334,,7,,26,1195284,1857263,,41.763236237,-87.559802041
,HK829333,12/26/2004 06:30:00 PM,108XX S HALSTED ST,0820,THEFT,$500 AND UNDER,STREET,false,false,2233,,34,,06,1172909,1832959,,41.697065596,-87.642524968
,HK829332,12/26/2004 08:30:00 AM,074XX S ASHLAND AVE,0810,THEFT,OVER $500,STREET,false,false,0734,,17,,06,1166971,1855412,,41.758808656,-87.663626941
,HK829363,12/26/2004 09:00:00 PM,033XX S MAY ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,0924,,11,,26,1169194,1882726,,41.83371359,-87.6546895
,HK829368,12/26/2004 09:10:00 PM,075XX N OAKLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2411,,49,,14,1159680,1949860,,42.018134922,-87.687743884
,HK829451,12/26/2004 10:10:00 PM,036XX W ARMITAGE AVE,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,true,false,2535,,26,,16,1151596,1913040,,41.9172619,-87.718463994
,HK829410,12/26/2004 01:00:00 AM,036XX W 117TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,2211,,19,,06,1154219,1826759,,41.680442572,-87.711121582
,HK829504,12/26/2004 09:30:00 PM,027XX N AVERS AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,2524,,35,,05,1150250,1917932,,41.930712358,-87.723281381
,HK829684,12/26/2004 05:00:00 PM,011XX S TROY ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,1134,,24,,26,1155533,1894984,,41.867636169,-87.704485536
,HK828169,12/26/2004 12:41:35 AM,080XX S MAY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0612,,21,,08B,1170052,1851409,,41.74775752,-87.65245137
,HK829295,12/26/2004 02:30:00 PM,037XX W 77TH PL,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0833,,18,,05,1152779,1852887,,41.752171047,-87.715706656
,HK829137,12/26/2004 06:15:00 PM,031XX N CLARK ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,2332,,44,,08A,1170283,1920956,,41.93859561,-87.649576033
,HK829584,12/26/2004 11:45:00 PM,026XX W HIRSCH ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,1423,,26,,08A,1158390,1909207,,41.906607468,-87.693607718
,HK829189,12/26/2004 06:50:00 PM,027XX W DIVISION ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1311,,26,,08B,1157992,1907868,,41.902941276,-87.695106329
,HK828257,12/26/2004 02:30:00 AM,019XX W NORTH AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1424,,1,,18,1163279,1910668,,41.910515099,-87.675607323
,HK829162,12/26/2004 06:20:00 PM,023XX E 79TH ST,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,true,false,0414,,7,,26,1193381,1853049,,41.751719438,-87.566914357
,HK829367,12/26/2004 08:30:00 PM,027XX S PULASKI RD,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,1031,,22,,08B,1150155,1885433,,41.841533464,-87.724477839
,HK829202,12/26/2004 06:56:14 PM,053XX S WOOD ST,031A,ROBBERY,ARMED: HANDGUN,GROCERY FOOD STORE,false,false,0932,,16,,03,1165252,1869382,,41.797180707,-87.66953177
,HK829268,12/26/2004 06:45:00 PM,015XX S ALBANY AVE,0460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,false,false,1022,,24,,08B,1155967,1892145,,41.859836913,-87.70296877
,HK828683,12/26/2004 04:55:00 AM,028XX S CALIFORNIA AVE,0460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,false,false,1034,,12,,08B,1158158,1885141,,41.840572746,-87.695117274
,HK829184,12/26/2004 06:15:00 PM,038XX W ARMITAGE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,false,false,2525,,26,,03,1150522,1913015,,41.91721436,-87.722410564
,HK828963,12/26/2004 01:00:00 AM,021XX W HOOD AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2413,,40,,06,1161101,1940724,,41.99303595,-87.682770333
,HK828882,12/26/2004 02:30:00 PM,041XX N MAJOR AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,false,true,1624,,38,,04A,1137607,1926895,,41.9555452,-87.76952565
,HK829014,12/26/2004 04:48:00 PM,027XX E 87TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0423,,7,,14,1195737,1847813,,41.737293524,-87.558453675
,HK828318,12/26/2004 04:30:42 AM,053XX W MADISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,true,1522,,28,,14,1140605,1899502,,41.880321157,-87.75917841
