ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
,HK609367,09/08/2004 12:00:12 AM,050XX W MAYPOLE AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,false,true,1532,,28,,26,1142814,1900995,,41.884377293,-87.751029893
,HK609564,09/08/2004 12:00:00 AM,039XX N PARIS AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1631,,36,,06,1121024,1925114,,41.950941109,-87.830528048
,HK609395,09/08/2004 12:43:00 AM,032XX W WABANSIA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1421,,26,,14,1154524,1911118,,41.911929659,-87.70775794
,HK609662,09/08/2004 01:30:00 AM,007XX S ST LOUIS AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1133,,24,,26,1153156,1896626,,41.872189448,-87.713168398
,HK609385,09/08/2004 12:52:25 AM,050XX S TRIPP AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,true,false,0815,,23,,05,1148882,1870853,,41.801548555,-87.729525374
,HK609507,09/08/2004 03:47:36 AM,043XX W MARQUETTE RD,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,0833,,13,,05,1148726,1859822,,41.771280749,-87.730381192
,HK609947,09/08/2004 09:30:00 AM,019XX N HAMLIN AVE,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",false,false,2535,,26,,06,1150738,1912549,,41.915931388,-87.721629184
,HK609511,09/08/2004 04:05:52 AM,020XX N HALSTED ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,BAR OR TAVERN,true,false,1812,,43,,04A,1170626,1913691,,41.918652601,-87.648528687
,HK610242,09/08/2004 12:00:00 AM,002XX E 54TH ST,0810,THEFT,OVER $500,STREET,false,false,0232,,3,,06,1178650,1869264,,41.796562492,-87.620403458
,HK609413,09/08/2004 12:35:00 AM,119XX S PRAIRIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0532,,9,,08B,1180054,1825851,,41.677399991,-87.616580754
,HK610347,09/08/2004 01:00:00 PM,039XX W 65TH PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0833,,13,,26,1151269,1860878,,41.774129282,-87.721031765
,HK610418,09/08/2004 12:00:00 AM,070XX S PEORIA ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0733,,17,,07,1171522,1858119,,41.76613857,-87.646868649
,HK610304,09/08/2004 01:20:00 PM,059XX W CHICAGO AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,1511,,29,,08A,1136759,1904732,,41.894742698,-87.773175378
,HK610479,09/08/2004 08:30:00 AM,006XX W KINZIE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1323,,42,,14,1172152,1902914,,41.889046347,-87.643240599
,HK610054,09/08/2004 11:46:00 AM,071XX S JEFFERY BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0333,,5,,08B,1190785,1857841,,41.764932153,-87.576272783
,HK610140,09/08/2004 12:15:00 PM,067XX S PAXTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0331,,5,,08B,1192040,1860626,,41.772544003,-87.571582525
,HK610801,09/08/2004 09:00:00 AM,117XX S LAFLIN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0524,,34,,07,1168447,1826786,,41.680222898,-87.659039186
,HK610844,09/08/2004 05:00:00 PM,061XX N MOODY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1611,,45,,14,1134233,1940500,,41.992938831,-87.781607276
,HK610752,09/08/2004 04:45:00 PM,027XX N MILWAUKEE AVE,0460,BATTERY,SIMPLE,OTHER,false,false,1412,,35,,08B,1153796,1917992,,41.930807029,-87.710248924
,HK610962,09/08/2004 05:30:00 PM,010XX N OAKLEY BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1312,,32,,14,1160889,1906766,,41.899857664,-87.684495706
,HK611024,09/08/2004 06:00:00 PM,041XX W CORNELIA AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1731,,30,,26,1148283,1923039,,41.944764582,-87.730377743
,HK609426,09/08/2004 01:05:00 AM,060XX S MEADE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0812,,23,,08B,1136770,1863838,,41.782523046,-87.774112839
,HK611197,09/08/2004 06:00:00 PM,081XX W HIGGINS RD,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1614,,41,,06,1121160,1937680,,41.985421498,-87.829756604
,HK611119,09/08/2004 04:00:00 PM,045XX S MICHIGAN AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,false,false,0221,,3,,10,1177915,1875075,,41.812525099,-87.622922617
,HK611296,09/08/2004 01:25:00 PM,062XX N CICERO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,1621,,39,,14,1143273,1941195,,41.994681323,-87.74833698
,HK611494,09/08/2004 10:25:00 PM,097XX S YATES AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0431,,7,,26,1194110,1840753,,41.717960283,-87.564645399
,HK611513,09/08/2004 12:30:00 PM,015XX N KINGSBURY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1822,,32,,07,1169322,1910543,,41.910042787,-87.653411362
,HK611643,09/08/2004 07:40:00 PM,066XX S KILPATRICK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0833,,13,,07,1146189,1860209,,41.772391174,-87.739671297
,HK611697,09/08/2004 07:52:00 PM,017XX N LOREL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,2532,,37,,26,1140460,1911088,,41.912117194,-87.759426266
,HK611725,09/08/2004 10:30:00 PM,024XX W RICE ST,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,true,false,1312,,1,,07,1159989,1905587,,41.896641021,-87.687834002
,HK611242,09/08/2004 08:00:00 AM,010XX W BUENA AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2322,,46,,06,1168590,1928166,,41.95841703,-87.655588632
,HK610653,09/08/2004 04:10:00 PM,021XX W MAYPOLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,false,true,1332,,2,,08B,1162072,1900970,,41.883928334,-87.680312555
,HK610276,09/08/2004 01:00:00 PM,011XX N WESTERN AVE,0820,THEFT,$500 AND UNDER,"SCHOOL, PRIVATE, BUILDING",false,false,1312,,1,,06,1160197,1907701,,41.902437713,-87.687011559
,HK611207,09/08/2004 02:30:00 PM,006XX N GREEN ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1323,,27,,06,1170598,1904962,,41.894700343,-87.648887462
,HK609440,09/08/2004 01:00:00 AM,053XX S PULASKI RD,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,HOTEL/MOTEL,false,false,0822,,23,,04B,1150609,1868875,,41.796087163,-87.723243221
,HK611797,09/08/2004 08:00:00 PM,087XX S CARPENTER ST,0460,BATTERY,SIMPLE,ALLEY,false,false,2222,,21,,08B,1170843,1846824,,41.735158442,-87.649686375
,HK609816,09/08/2004 06:00:00 AM,023XX W 63RD ST,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,false,false,0825,,15,,03,1161651,1862797,,41.779186141,-87.682919826
,HK609911,09/08/2004 10:48:19 AM,005XX S FRANKLIN ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,0131,,2,,06,1174416,1897623,,41.874477257,-87.635084469
,HK611283,09/08/2004 02:00:00 PM,042XX N BROADWAY,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2322,,46,,14,1169119,1928524,,41.959387897,-87.653633402
,HK611375,09/08/2004 09:13:00 PM,027XX W CERMAK RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1023,,28,,08B,1158623,1889283,,41.851929357,-87.693297619
,HK611103,09/08/2004 07:00:00 PM,019XX W WASHINGTON BLVD,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,CHA PARKING LOT/GROUNDS,false,true,1333,,27,,04A,1163439,1900703,,41.883167009,-87.675300318
,HK611430,09/08/2004 01:45:00 PM,040XX N BROADWAY,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,2322,,46,,08B,1169698,1927337,,41.956118107,-87.651539483
,HK611816,09/08/2004 08:00:00 PM,030XX W CULLOM AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1724,,33,,07,1155463,1928424,,41.959399748,-87.703841489
,HK611284,09/08/2004 07:30:00 PM,002XX S LAFLIN ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1211,,2,,03,1166436,1899046,,41.878556485,-87.664342629
