ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
,HR578780,03/14/2004 12:00:00 PM,032XX N PULASKI RD,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,false,false,1732,,31,,06,,,,,
,HT560540,03/14/2004 12:00:00 AM,028XX N TROY ST,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,true,true,1411,,35,,02,,,,,
,HK242420,03/14/2004 06:00:00 PM,074XX N PAULINA ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,false,2422,,49,,26,,,,,
,HK238638,03/14/2004 01:00:00 AM,036XX S LAKE PARK AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,2122,,4,,26,1182233,1881257,,41.829389915,-87.606892634
,HK238576,03/14/2004 01:25:00 AM,0000X W DIVISION ST,0890,THEFT,FROM BUILDING,TAVERN/LIQUOR STORE,false,false,1824,,42,,06,1175961,1908371,,41.903935719,-87.6290881
,HK238443,03/14/2004 12:05:00 AM,031XX S CENTRAL PARK AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,1032,,22,,06,1152864,1883657,,41.836606769,-87.714583573
,HK238612,03/14/2004 02:22:22 AM,110XX S AVENUE G,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,RESIDENCE,false,false,0433,,10,,15,1203195,1832141,,41.69410086,-87.531665018
,HK238710,03/14/2004 04:23:27 AM,002XX N RACINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1212,,27,,14,1168465,1901740,,41.885905377,-87.656814621
,HK238774,03/14/2004 06:00:00 AM,001XX S LEAVITT ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1211,,2,,08B,1161763,1899343,,41.879470151,-87.681492612
,HK238809,03/14/2004 01:00:00 AM,058XX S AUSTIN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0811,,23,,05,1137382,1865314,,41.786562511,-87.771833682
,HK238428,03/14/2004 12:35:14 AM,055XX N CLARK ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,2012,,40,,06,1165010,1936804,,41.982196967,-87.668503567
,HK238599,03/14/2004 02:30:54 AM,109XX S AVENUE G,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,false,0432,,10,,08B,1203188,1833023,,41.696521322,-87.531660591
,HK238858,03/14/2004 12:00:00 AM,001XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0123,,42,,06,1177319,1899727,,41.880185454,-87.624362245
,HK238676,03/14/2004 12:30:00 AM,031XX W 26TH ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1033,,12,,06,1155970,1886571,,41.844541168,-87.703107925
,HK238538,03/14/2004 12:05:00 AM,014XX S SPAULDING AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1021,,24,,05,1154598,1892853,,41.861807216,-87.707975081
