ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
,HL692843,10/24/2005 12:49:00 PM,075XX S WABASH AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0623,,6,,05,,,,,
,HL691798,10/24/2005 01:33:44 AM,075XX S WINCHESTER AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,false,false,0611,,18,,08B,,,,,
,HL691785,10/24/2005 12:59:33 AM,078XX S HALSTED ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,0621,,17,,04B,,,,,
,HM571053,10/24/2005 12:00:00 PM,056XX S ELIZABETH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,0713,,16,,06,,,,,
,HL693138,10/24/2005 03:30:00 PM,101XX S PERRY AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0511,,9,,08B,,,,,
,HP606522,10/24/2005 12:00:00 AM,009XX W 116TH PL,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0524,,34,,06,,,,,
,HL691874,10/24/2005 12:00:00 AM,012XX N AVERS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2535,,27,,14,1150492,1907853,,41.903049927,-87.722655812
,HL691751,10/24/2005 12:06:00 AM,015XX E 87TH ST,0610,BURGLARY,FORCIBLE ENTRY,DEPARTMENT STORE,false,false,0412,,8,,05,1187895,1847597,,41.736890961,-87.587190908
,HL691737,10/24/2005 12:01:00 AM,116XX S LOWE AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,DRIVEWAY - RESIDENTIAL,false,false,0524,,34,,03,1174039,1827667,,41.682518583,-87.638543846
,HL691814,10/24/2005 01:03:20 AM,068XX N CLARK ST,0850,THEFT,ATTEMPT THEFT,VEHICLE NON-COMMERCIAL,true,false,2431,,49,,06,1163668,1945350,,42.005675914,-87.673196796
,HL691849,10/24/2005 03:50:00 AM,072XX S ARTESIAN AVE,0820,THEFT,$500 AND UNDER,ALLEY,false,false,0832,,18,,06,1161295,1856595,,41.762174354,-87.684396522
,HL692223,10/24/2005 10:00:00 AM,076XX S LOOMIS BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0612,,17,,07,1168320,1854164,,41.755355052,-87.658718802
,HL692286,10/24/2005 10:00:00 AM,0000X N HAMLIN BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,1122,,28,,14,1151064,1899854,,41.881088655,-87.720764494
,HL692221,10/24/2005 06:00:00 AM,035XX W 85TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0834,,18,,07,1154250,1847995,,41.738717474,-87.710445797
,HL692296,10/24/2005 09:00:00 AM,021XX W PIERCE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1424,,32,,06,1161873,1910218,,41.909309735,-87.680785011
,HL692534,10/24/2005 11:30:00 AM,051XX W ADDISON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,true,1634,,38,,26,1141359,1923447,,41.946015006,-87.755817732
,HL692089,10/24/2005 09:00:00 AM,035XX W ARMITAGE AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1413,,26,,06,1152336,1913057,,41.917293959,-87.715744759
,HL692545,10/24/2005 10:30:00 AM,004XX N ORLEANS ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1831,,42,,06,1173850,1903328,,41.890144745,-87.636992594
,HL692432,10/24/2005 11:00:00 AM,040XX W DIVISION ST,0880,THEFT,PURSE-SNATCHING,STREET,false,false,2534,,27,,06,1149361,1907703,,41.90266033,-87.726814126
,HL692464,10/24/2005 09:00:00 AM,021XX W NORTH AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1424,,32,,05,1161743,1910619,,41.910412821,-87.681251374
,HL692677,10/24/2005 12:30:00 AM,011XX E 87TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0412,,8,,07,1185285,1847528,,41.736763314,-87.596755181
,HL692828,10/24/2005 09:00:00 AM,055XX S WESTERN AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0824,,16,,06,1161312,1867880,,41.793141605,-87.684021912
,HL692897,10/24/2005 03:00:00 PM,023XX N CICERO AVE,0810,THEFT,OVER $500,ALLEY,false,false,2522,,31,,06,1144008,1915339,,41.923716492,-87.746284857
,HL692909,10/24/2005 09:00:00 AM,040XX W MELROSE ST,0810,THEFT,OVER $500,HOSPITAL BUILDING/GROUNDS,false,false,1731,,31,,06,1148792,1921301,,41.939985526,-87.728551923
,HL692925,10/24/2005 02:25:00 PM,006XX S LAWNDALE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,1133,,24,,26,1151815,1896994,,41.873225762,-87.718082131
,HL692702,10/24/2005 12:45:00 PM,064XX W FULLERTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,2512,,36,,14,1133186,1915252,,41.923674171,-87.786051721
,HL693097,10/24/2005 03:28:00 PM,012XX W FARWELL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,2431,,49,,26,1166717,1945768,,42.006757854,-87.661967222
,HL692785,10/24/2005 11:40:00 AM,012XX W NORTH AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1433,,32,,06,1168038,1910796,,41.910764867,-87.658120918
,HL693127,10/24/2005 12:00:00 AM,009XX E 84TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0632,,8,,14,1184180,1849164,,41.741278556,-87.600752482
,HL693204,10/24/2005 03:47:00 PM,019XX N WESTERN AVE,0337,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,CURRENCY EXCHANGE,false,false,1434,,1,,03,1160052,1913039,,41.917088592,-87.68739651
,HL693379,10/24/2005 03:00:00 PM,024XX W CERMAK RD,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1023,,25,,08B,1160557,1889334,,41.852029531,-87.6861979
,HL693477,10/24/2005 06:00:00 PM,043XX N LINCOLN AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,1912,,47,,06,1161026,1928950,,41.960729158,-87.683374818
,HL693457,10/24/2005 09:00:00 AM,056XX W SCHOOL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,1633,,38,,14,1138237,1921377,,41.940391865,-87.767343558
,HL693709,10/24/2005 08:00:00 PM,093XX S COLFAX AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,true,0423,,7,,26,1195135,1843563,,41.725646006,-87.560798938
,HL693762,10/24/2005 10:30:00 AM,033XX W POTOMAC AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,APARTMENT,false,false,1422,,26,,26,1153844,1908451,,41.904624755,-87.710327235
,HL694033,10/24/2005 11:30:00 AM,020XX W EVERGREEN AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,1424,,1,,06,1162606,1909016,,41.905996026,-87.678126026
,HL692264,10/24/2005 10:00:00 AM,026XX W DIVISION ST,0880,THEFT,PURSE-SNATCHING,SIDEWALK,false,false,1311,,26,,06,1158539,1907878,,41.902957532,-87.693096817
,HL693950,10/24/2005 11:45:00 AM,009XX W SHERIDAN RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,2324,,46,,07,1169141,1926083,,41.952689226,-87.653623701
,HL693511,10/24/2005 10:30:00 AM,020XX W ERIE ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1313,,26,,05,1162659,1904338,,41.893158124,-87.67806259
,HL692003,10/24/2005 08:15:00 AM,033XX W 51ST ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,0822,,14,,08B,1154753,1870609,,41.800763793,-87.70800049
,HL693048,10/24/2005 11:00:00 AM,024XX N GENEVA TER,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1933,,43,,05,1171842,1916511,,41.926364081,-87.643977738
,HL693667,10/24/2005 08:25:49 PM,056XX S WHIPPLE ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,true,false,0824,,14,,04A,1157008,1867085,,41.791048135,-87.69982583
,HL693874,10/24/2005 08:45:00 PM,025XX N NORMANDY AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,PARKING LOT/GARAGE(NON.RESID.),false,false,2512,,36,,03,1131321,1916235,,41.926404101,-87.792881805
,HL692930,10/24/2005 03:30:00 PM,013XX S HEATH AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,1224,,25,,26,1161025,1893883,,41.86450275,-87.684354012
,HL692075,10/24/2005 08:00:00 AM,027XX W 60TH ST,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0825,,15,,06,1159167,1864755,,41.784610364,-87.691972935
,HL694107,10/24/2005 05:30:00 PM,030XX W 53RD PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0911,,14,,14,1156963,1869005,,41.796317792,-87.699938965
,HL693723,10/24/2005 08:20:00 PM,076XX S CICERO AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0833,,13,,06,1145727,1853720,,41.754592961,-87.741528537
,HL693541,10/24/2005 05:30:00 AM,007XX W VAN BUREN ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0111,,2,,05,1171954,1898418,,41.876713396,-87.644100332
,HL693630,10/24/2005 07:30:00 PM,013XX S ASHLAND AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1231,,2,,08A,1165933,1893978,,41.864660214,-87.666334133
,HL693364,10/24/2005 05:35:00 PM,055XX S ARCHER AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,COMMERCIAL / BUSINESS OFFICE,false,false,0814,,23,,26,1144054,1869540,,41.798037176,-87.747264578
,HL693131,10/24/2005 02:00:00 AM,016XX N WELLS ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,1814,,43,,05,1174404,1911155,,41.911610082,-87.634723998
,HL693141,10/24/2005 04:18:00 PM,015XX E 77TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0411,,5,,05,1187767,1854235,,41.755109322,-87.587449046
,HL693793,10/24/2005 09:02:00 PM,0000X E RANDOLPH ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,false,false,0122,,42,,03,1176604,1901291,,41.884493335,-87.626940343
,HL692948,10/24/2005 03:33:08 PM,015XX E 87TH ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0412,,8,,08A,1187779,1847594,,41.736885487,-87.587615985
,HL693830,10/24/2005 09:45:00 PM,093XX S ADA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2222,,21,,08B,1168971,1842737,,41.723983717,-87.65666233
