ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
,HL248249,03/21/2005 10:14:36 PM,060XX S HALSTED ST,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,false,false,0711,,16,,26,,,,,
,HN250093,03/21/2005 12:00:00 PM,101XX S GREEN ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2232,,34,,06,,,,,
,HL246496,03/21/2005 01:09:00 AM,041XX S PRAIRIE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0214,,3,,26,1178727,1877578,,41.819375081,-87.619867996
,HL246506,03/21/2005 01:10:00 AM,052XX N NAGLE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CAR WASH,false,false,1622,,45,,14,1132570,1934248,,41.975812011,-87.787870962
,HL246513,03/21/2005 01:00:00 AM,031XX W 59TH ST,0560,ASSAULT,SIMPLE,BAR OR TAVERN,true,false,0824,,16,,08A,1156267,1865334,,41.786258092,-87.702590037
,HL246487,03/21/2005 01:00:00 AM,044XX N LA CROSSE AVE,0460,BATTERY,SIMPLE,STREET,false,false,1623,,45,,08B,1143238,1929014,,41.961256392,-87.748771503
,HL246639,03/21/2005 12:00:00 AM,081XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0631,,6,,14,1182970,1851301,,41.747170897,-87.605119541
,HL246654,03/21/2005 12:00:00 AM,055XX S MAY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0712,,16,,07,1169597,1868014,,41.793333584,-87.653637775
,HL246731,03/21/2005 08:15:00 AM,004XX N LARAMIE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,COMMERCIAL / BUSINESS OFFICE,true,true,1523,,28,,26,1141628,1902358,,41.888139533,-87.755351381
,HL246560,03/21/2005 03:00:00 AM,016XX N SEDGWICK ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,BAR OR TAVERN,false,false,1814,,43,,05,1173338,1911432,,41.912393942,-87.638631869
,HL247869,03/21/2005 06:20:00 PM,012XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1224,,2,,06,1165916,1894587,,41.866331725,-87.666379171
,HL246517,03/21/2005 01:34:59 AM,017XX W GARFIELD BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0932,,16,,08B,1165788,1868223,,41.793988896,-87.667599102
,HL246555,03/21/2005 02:30:00 AM,069XX S LAFLIN ST,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0734,,17,,08A,1167534,1858699,,41.767816575,-87.661469486
,HL246556,03/21/2005 02:00:36 AM,059XX S JUSTINE ST,0460,BATTERY,SIMPLE,VACANT LOT/LAND,true,false,0713,,15,,08B,1167025,1865326,,41.786012802,-87.663145897
,HL247137,03/21/2005 11:55:00 AM,0000X N STATE ST,0890,THEFT,FROM BUILDING,DEPARTMENT STORE,false,false,0122,,42,,06,1176363,1900552,,41.882470918,-87.627847625
,HL247317,03/21/2005 01:20:00 PM,001XX E RANDOLPH ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0124,,42,,06,1177619,1901296,,41.884484068,-87.623213022
,HL247326,03/21/2005 01:30:00 PM,052XX S ABERDEEN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0934,,16,,26,1169873,1870038,,41.798881674,-87.652566934
,HL247329,03/21/2005 01:45:00 PM,076XX S BLACKSTONE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0411,,5,,26,1187535,1854457,,41.755724027,-87.588292205
