ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
,HL133381,01/19/2005 04:40:20 PM,061XX S RACINE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,false,false,0713,,16,,11,,,,,
,HN415483,01/19/2005 03:00:00 PM,019XX N LA CROSSE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2533,,31,,06,,,,,
,HL132344,01/19/2005 01:32:42 AM,030XX W 42ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,false,0912,,14,,08B,1156878,1876637,,41.817262734,-87.700044446
,HL132530,01/19/2005 06:30:00 AM,008XX N MILWAUKEE AVE,0810,THEFT,OVER $500,STREET,false,false,1323,,27,,06,1168151,1906077,,41.897813192,-87.657842309
,HL132608,01/19/2005 06:00:00 AM,008XX N STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,1832,,42,,06,1176223,1905805,,41.896888586,-87.628203192
,HL132354,01/19/2005 01:30:00 AM,073XX S CHAMPLAIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0323,,6,,08B,1181832,1856584,,41.761694365,-87.609126492
,HL132391,01/19/2005 03:00:00 AM,066XX S CHAMPLAIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0321,,20,,08B,1181707,1861168,,41.774276207,-87.609443225
,HL132815,01/19/2005 10:30:00 AM,016XX N MARCEY ST,0810,THEFT,OVER $500,STREET,false,false,1811,,32,,06,1169287,1911348,,41.912252515,-87.653516498
,HL132680,01/19/2005 10:10:00 AM,014XX N WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1423,,26,,08B,1158154,1909368,,41.907054092,-87.694470237
,HL132781,01/19/2005 08:45:00 AM,052XX S DAMEN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,0915,,16,,26,1163914,1869776,,41.798290139,-87.674427324
,HL132850,01/19/2005 11:45:00 AM,082XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,false,false,0631,,6,,08A,1182989,1850634,,41.745340136,-87.605070606
,HL132844,01/19/2005 09:00:00 AM,024XX W HUBBARD ST,0810,THEFT,OVER $500,STREET,false,false,1313,,27,,06,1160088,1903003,,41.889548261,-87.687541823
,HL133033,01/19/2005 12:00:00 PM,049XX W CORTEZ ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,true,false,1531,,37,,11,1143139,1906529,,41.899557181,-87.749698209
,HL133065,01/19/2005 12:00:00 PM,021XX W BERWYN AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,2012,,40,,05,1161070,1935171,,41.977798952,-87.68303945
,HL133141,01/19/2005 02:00:00 PM,076XX S MARSHFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0611,,17,,07,1166669,1854072,,41.755137958,-87.66477192
,HL133347,01/19/2005 03:20:00 PM,068XX S KOSTNER AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0833,,13,,26,1148219,1858947,,41.768889342,-87.732262119
,HL133342,01/19/2005 01:50:00 PM,024XX W JACKSON BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,GROCERY FOOD STORE,true,false,1125,,2,,15,1159927,1898621,,41.877526983,-87.68825405
,HL133993,01/19/2005 10:45:00 PM,071XX N SHERIDAN RD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,2423,,49,,26,1166416,1947647,,42.011920331,-87.663020514
,HL133989,01/19/2005 10:30:00 PM,008XX W SUNNYSIDE AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,false,2313,,46,,04B,1169808,1930084,,41.963653562,-87.651054693
,HL132887,01/19/2005 12:10:00 PM,065XX S RICHMOND ST,0558,ASSAULT,AGG PRO.EMP: OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",true,false,0831,,15,,04A,1157841,1861059,,41.774495045,-87.696934918
,HL133473,01/19/2005 05:20:00 PM,011XX N PAULINA ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,HOTEL/MOTEL,true,false,1322,,1,,26,1164849,1907760,,41.902502165,-87.669922369
