ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
,HM483571,03/02/2005 09:00:00 AM,0000X E MADISON ST,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,COMMERCIAL / BUSINESS OFFICE,false,false,0123,,42,,12,,,,,
,HM608895,03/02/2005 12:00:00 AM,100XX S BENSLEY AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,0431,,7,,17,,,,,
,HN141864,03/02/2005 12:01:00 AM,016XX N AUSTIN AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2513,,29,,06,,,,,
,HL211336,03/02/2005 08:15:00 AM,035XX N KENNEDY EXPY OB,0560,ASSAULT,SIMPLE,HIGHWAY/EXPRESSWAY,false,false,1732,,35,,08A,,,,,
,HL210150,03/02/2005 12:01:00 AM,062XX S WESTERN AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,VEHICLE NON-COMMERCIAL,false,false,0825,,15,,03,1161446,1863124,,41.780087726,-87.683662323
,HL210170,03/02/2005 12:09:00 AM,096XX S EWING AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,RESIDENCE,true,false,0432,,10,,08B,1202116,1841783,,41.720586789,-87.535288257
,HL210286,03/02/2005 05:00:00 AM,019XX W LAKE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,CHA APARTMENT,false,false,1333,,27,,26,1163399,1901381,,41.885028339,-87.675428114
,HL210298,03/02/2005 12:00:00 AM,106XX S PRAIRIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0512,,9,,07,1179796,1834555,,41.701290894,-87.617260275
,HL210241,03/02/2005 02:50:00 AM,058XX W 58TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0811,,23,,14,1138470,1865524,,41.787119221,-87.76783936
,HL210184,03/02/2005 12:34:00 AM,084XX S JEFFERY BLVD,0560,ASSAULT,SIMPLE,ALLEY,false,false,0412,,8,,08A,1190989,1849405,,41.741778113,-87.575797328
,HL210242,03/02/2005 03:21:00 AM,043XX S WENTWORTH AVE,0890,THEFT,FROM BUILDING,GAS STATION,false,false,0935,,3,,06,1175650,1876440,,41.816321863,-87.631189677
,HL210312,03/02/2005 02:00:00 AM,010XX W 80TH ST,0810,THEFT,OVER $500,STREET,false,false,0612,,21,,06,1170834,1851772,,41.748736624,-87.649575313
,HL210469,03/02/2005 12:00:00 AM,058XX W CORTLAND ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2531,,29,,07,1136966,1911854,,41.914282626,-87.772244022
,HL210391,03/02/2005 08:10:00 AM,019XX N CAMPBELL AVE,0820,THEFT,$500 AND UNDER,STREET,true,false,1434,,1,,06,1159397,1912625,,41.915966057,-87.689814396
,HL210318,03/02/2005 06:45:00 AM,131XX S INGLESIDE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,false,true,0533,,9,,14,1184825,1818431,,41.65692822,-87.599348891
