ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
,HN699597,03/28/2005 01:00:00 PM,042XX S CAMPBELL AVE,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,RESIDENCE,false,true,0914,,12,,20,,,,,
,HS229845,03/28/2005 12:01:00 AM,065XX S INGLESIDE AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT,false,false,0321,,20,,06,,,,,
,HT419697,03/28/2005 10:00:00 PM,113XX S EDBROOKE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,STREET,false,false,0531,,9,,06,,,,,
,HY172726,03/28/2005 12:01:00 AM,068XX S PAXTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,0331,,5,,11,,,,,
,HL259181,03/28/2005 12:01:00 AM,029XX E 91ST ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,0423,,10,,07,1197191,1845187,,41.730051519,-87.553213956
,HL259097,03/28/2005 01:06:36 AM,053XX S SHIELDS AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,true,0934,,3,,20,1174862,1869490,,41.797268027,-87.634287576
,HL259098,03/28/2005 01:50:00 AM,075XX S STONY ISLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0411,,5,,14,1188116,1855487,,41.758536614,-87.586130225
,HL259110,03/28/2005 02:10:00 AM,011XX N WASHTENAW AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,false,false,1311,,1,,03,1158192,1907414,,41.901691376,-87.694384111
,HL259194,03/28/2005 05:30:00 AM,015XX W ROOSEVELT RD,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,false,false,1231,,2,,03,1166385,1894785,,41.866865042,-87.664651773
,HL259143,03/28/2005 03:50:00 AM,007XX N CLARK ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,1832,,42,,06,1175408,1905215,,41.895287937,-87.631214259
,HL259191,03/28/2005 06:00:00 AM,001XX N SANGAMON ST,0865,THEFT,DELIVERY CONTAINER THEFT,STREET,false,false,1212,,27,,06,1170070,1901165,,41.884292665,-87.650937546
,HL259091,03/28/2005 12:40:41 AM,054XX S NEENAH AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,false,false,0811,,23,,26,1133635,1867877,,41.793662181,-87.785512573
,HL259165,03/28/2005 04:45:00 AM,106XX S EMERALD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,2233,,34,,14,1173195,1834375,,41.700945016,-87.641436151
,HL259144,03/28/2005 03:55:00 AM,090XX S ESCANABA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,true,0423,,10,,14,1196962,1845511,,41.730946294,-87.554042087
,HL259100,03/28/2005 02:03:04 AM,0000X E BALBO AVE,1330,CRIMINAL TRESPASS,TO LAND,COLLEGE/UNIVERSITY GROUNDS,true,false,0132,,2,,26,1177047,1897157,,41.873139387,-87.625438818
,HL259131,03/28/2005 01:15:00 AM,091XX S ASHLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,2221,,21,,08B,1167275,1844137,,41.727861944,-87.662834771
,HL259366,03/28/2005 06:00:00 AM,133XX S AVENUE O,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,0433,,10,,14,1201089,1817043,,41.652723951,-87.539884422
,HL259129,03/28/2005 02:40:00 AM,102XX S LAFAYETTE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,true,false,0511,,9,,14,1177728,1837055,,41.708198177,-87.624757236
,HL259533,03/28/2005 02:00:00 AM,013XX N LARAMIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2532,,37,,14,1141458,1908338,,41.904552501,-87.755827867
,HL259562,03/28/2005 09:00:00 AM,009XX W CHESTNUT ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1323,,27,,06,1169929,1906320,,41.898441399,-87.651304846
,HL259545,03/28/2005 10:20:00 AM,031XX W 61ST ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,0823,,15,,26,1156578,1864016,,41.782635043,-87.701485256
,HL259704,03/28/2005 11:50:00 AM,050XX W FULLERTON AVE,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),true,false,2521,,31,,26,1142433,1915491,,41.924163038,-87.752068295
,HL259772,03/28/2005 12:01:00 AM,055XX S SHORE DR,0810,THEFT,OVER $500,STREET,false,false,2132,,5,,06,1189552,1868725,,41.794828373,-87.580442725
,HL259990,03/28/2005 12:30:00 PM,024XX W 60TH ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0824,,16,,08A,1160969,1864806,,41.78471324,-87.685364618
,HL260145,03/28/2005 12:00:00 AM,045XX W 56TH ST,0810,THEFT,OVER $500,STREET,false,false,0813,,13,,06,1146776,1867089,,41.791259885,-87.737344685
,HL260042,03/28/2005 02:30:00 PM,037XX W DICKENS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,true,false,2525,,26,,18,1151062,1913695,,41.919069768,-87.72040873
,HL260319,03/28/2005 08:50:00 AM,050XX W THOMAS ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,1531,,37,,26,1142643,1906855,,41.900461007,-87.751511917
,HL259956,03/28/2005 01:40:00 PM,015XX N CALIFORNIA AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,false,false,1423,,26,,04A,1157452,1910086,,41.909038661,-87.697029423
,HL259286,03/28/2005 05:00:00 AM,007XX E 62ND ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0313,,20,,07,1182428,1864068,,41.782217394,-87.606710369
,HL260405,03/28/2005 04:00:00 AM,052XX W ALTGELD ST,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,false,false,2515,,31,,07,1141078,1916135,,41.925955338,-87.757031279
,HL260466,03/28/2005 03:30:00 PM,007XX W SCHUBERT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1933,,43,,26,1170664,1918396,,41.931562513,-87.648250962
,HL260477,03/28/2005 04:40:00 AM,056XX S CHRISTIANA AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0822,,14,,05,1155008,1867027,,41.790929182,-87.707160999
,HL260464,03/28/2005 11:00:00 AM,029XX W BELMONT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1733,,33,,07,1156248,1921130,,41.939368676,-87.701153275
,HL260482,03/28/2005 12:00:00 PM,009XX E 56TH ST,0890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,false,false,2133,,5,,06,1183617,1868080,,41.793199014,-87.602226144
,HL260576,03/28/2005 12:00:00 AM,014XX W THORNDALE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2013,,48,,06,1165737,1939643,,41.989971748,-87.665748474
,HL260622,03/28/2005 08:00:00 AM,0000X E 120TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0532,,9,,05,1178638,1825407,,41.676213795,-87.621777144
