ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
,HL811815,12/27/2005 12:06:50 PM,009XX W 87TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2222,,21,,18,,,,,
,HL812338,12/27/2005 06:40:25 PM,039XX W MADISON ST,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,true,false,1122,,28,,26,,,,,
,HM597054,12/27/2005 03:04:00 PM,020XX W ARMITAGE AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,false,false,1432,,32,,11,,,,,
,HN177612,12/27/2005 10:00:00 AM,016XX N MONTICELLO AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,2535,,26,,06,,,,,
,HS565745,12/27/2005 12:01:00 AM,094XX S PRAIRIE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0633,,6,,06,,,,,
,HT248143,12/27/2005 11:00:00 AM,017XX W TAYLOR ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOSPITAL BUILDING/GROUNDS,false,false,1224,,2,,02,,,,,
,HL811189,12/27/2005 02:30:00 AM,003XX W INSTITUTE PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1823,,27,,14,1174048,1905972,,41.897395617,-87.63618656
,HL811089,12/27/2005 12:55:08 AM,017XX E 79TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,TAVERN/LIQUOR STORE,true,false,0414,,8,,14,1189174,1852942,,41.751527624,-87.582334217
,HL811243,12/27/2005 07:10:00 AM,012XX S BLUE ISLAND AVE,0810,THEFT,OVER $500,STREET,false,false,1232,,2,,06,1169175,1894404,,41.865759455,-87.654420453
,HL811279,12/27/2005 06:00:00 AM,081XX S BURNHAM AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0422,,7,,06,1196246,1851636,,41.747771547,-87.556462439
,HL811331,12/27/2005 12:00:00 AM,132XX S GREENWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0533,,9,,14,1186054,1817687,,41.65485777,-87.594875167
,HL811096,12/27/2005 12:55:00 AM,039XX W 62ND PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0823,,13,,14,1151212,1862868,,41.77959127,-87.721188791
,HL811146,12/27/2005 02:00:00 AM,069XX S DORCHESTER AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,OTHER,true,false,0321,,5,,05,1186742,1859054,,41.768357425,-87.591052948
,HL811538,12/27/2005 11:10:00 AM,017XX E 86TH ST,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,RESIDENCE,false,false,0412,,8,,17,1189312,1848300,,41.738786233,-87.581977052
