ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
,HL586354,09/02/2005 12:21:00 AM,120XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,0532,,9,,08B,,,,,
,HN294538,09/02/2005 09:00:00 AM,040XX W 69TH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0833,,13,,06,,,,,
,HL586483,09/02/2005 12:30:00 AM,074XX W TALCOTT AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,HOSPITAL BUILDING/GROUNDS,false,false,1612,,41,,26,1125755,1938877,,41.988630807,-87.812829371
,HL586519,09/02/2005 03:06:08 AM,030XX E CHELTENHAM PL,0650,BURGLARY,HOME INVASION,APARTMENT,false,false,0421,,7,,05,1197918,1853594,,41.75310285,-87.550270556
,HL586565,09/02/2005 04:05:00 AM,015XX W MADISON ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,false,1211,,27,,04B,1166105,1900104,,41.881466794,-87.66552776
,HL586539,09/02/2005 04:29:49 AM,087XX S KIMBARK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,true,false,0412,,8,,14,1186316,1847332,,41.736201193,-87.592984149
,HL586448,09/02/2005 01:15:00 AM,077XX S SOUTH SHORE DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0421,,7,,08B,1197240,1854764,,41.756330319,-87.552716204
,HL586353,09/02/2005 12:03:00 AM,105XX S PERRY AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,0512,,34,,04A,1177466,1835076,,41.702773437,-87.625776236
,HL586479,09/02/2005 02:06:05 AM,063XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0312,,20,,08B,1180013,1862919,,41.779120086,-87.615599494
,HL586670,09/02/2005 06:57:35 AM,087XX S HOUSTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,0424,,10,,14,1198038,1847610,,41.736679315,-87.55003043
,HL586611,09/02/2005 06:16:06 AM,071XX S WABASH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0323,,6,,08B,1177960,1857694,,41.764828904,-87.623284078
