ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
,HJ545712,08/07/2003 01:00:00 AM,108XX S DR MARTIN LUTHER KING JR DR,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0513,,9,,05,1180834,1833161,,41.697441823,-87.613502155
,HJ545657,08/07/2003 12:30:00 AM,010XX W 103RD ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,2232,,34,,03,1171043,1836513,,41.70685919,-87.649253824
,HJ545689,08/07/2003 12:01:00 AM,013XX W CHICAGO AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1324,,27,,05,1167516,1905478,,41.896183191,-87.660191848
,HJ545679,08/07/2003 12:46:43 AM,049XX S STATE ST,0460,BATTERY,SIMPLE,CHA APARTMENT,true,false,0231,,3,,08B,1177111,1872201,,41.804656783,-87.625958436
,HJ545713,08/07/2003 01:09:37 AM,003XX E 57TH ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,true,false,0234,,20,,14,1179633,1867303,,41.791158899,-87.616858672
,HJ545714,08/07/2003 01:25:09 AM,036XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0211,,3,,08B,1178197,1880934,,41.828596275,-87.621710259
,HJ545700,08/07/2003 01:00:00 AM,051XX S WOOD ST,0560,ASSAULT,SIMPLE,STREET,false,false,0932,,16,,08A,1165219,1870512,,41.800282262,-87.66962079
,HJ545894,08/07/2003 07:02:44 AM,004XX E 45TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0222,,3,,14,1179962,1874946,,41.812124431,-87.615418237
,HJ545658,08/07/2003 12:40:00 AM,048XX W BYRON ST,0810,THEFT,OVER $500,STREET,false,false,1634,,45,,06,1143470,1925484,,41.951565424,-87.748007181
,HJ545835,08/07/2003 04:15:00 AM,051XX S LOOMIS BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0933,,16,,14,1167869,1870646,,41.800593413,-87.65989858
,HJ546121,08/07/2003 12:30:00 AM,018XX N WASHTENAW AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,false,false,1421,,1,,14,1158081,1912066,,41.914459112,-87.6946646
,HJ546300,08/07/2003 11:45:00 AM,021XX S INDIANA AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,BARBERSHOP,false,false,0134,,2,,26,1177975,1890173,,41.853953807,-87.622244109
,HJ546515,08/07/2003 08:45:00 AM,062XX S GULLIKSON RD,0820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,false,false,0812,,23,,06,1130224,1862080,,41.777813072,-87.798153084
,HJ546564,08/07/2003 01:00:00 PM,033XX W LAWRENCE AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,true,false,1713,,39,,08B,1153049,1931689,,41.968407436,-87.712629482
,HJ546691,08/07/2003 02:00:00 PM,053XX N LOCKWOOD AVE,0560,ASSAULT,SIMPLE,STREET,false,false,1623,,45,,08A,1140190,1935189,,41.978257629,-87.759825767
,HJ545724,08/07/2003 01:10:00 AM,078XX S DREXEL AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,true,true,0624,,6,,26,1183592,1853193,,41.752348276,-87.602781522
,HJ546782,08/07/2003 09:00:00 AM,015XX N HOYNE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1424,,32,,07,1162115,1910406,,41.909820565,-87.67989075
,HJ546759,08/07/2003 12:00:00 PM,124XX S AVENUE O,0810,THEFT,OVER $500,CONSTRUCTION SITE,false,false,0433,,10,,06,1201334,1822834,,41.668608881,-87.538792688
,HJ545790,08/07/2003 04:03:52 AM,071XX S BENNETT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0333,,5,,14,1189945,1857931,,41.765199367,-87.57934868
,HJ546794,08/07/2003 01:00:00 AM,079XX S LA SALLE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0623,,17,,07,1176653,1852437,,41.750432592,-87.628232497
,HJ546767,08/07/2003 03:00:00 PM,004XX S PULASKI RD,0460,BATTERY,SIMPLE,GAS STATION,false,false,1132,,24,,08B,1149797,1897617,,41.874974798,-87.725475051
,HJ546929,08/07/2003 08:20:00 AM,057XX S PAYNE DR,0820,THEFT,$500 AND UNDER,STREET,false,false,0234,,20,,06,1182112,1867214,,41.790857624,-87.607771565
,HJ546934,08/07/2003 03:00:00 PM,051XX S GREENWOOD AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,2124,,4,,26,1184254,1871202,,41.801751143,-87.599792668
,HJ547071,08/07/2003 04:40:00 PM,067XX S KEDZIE AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,0831,,18,,08B,1156204,1859967,,41.771531518,-87.70296528
,HJ547312,08/07/2003 04:30:00 PM,010XX W GRANVILLE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2433,,48,,06,1168002,1941343,,41.994587832,-87.657368059
,HJ547357,08/07/2003 06:00:00 PM,115XX S MORGAN ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0524,,34,,06,1171720,1828487,,41.684819803,-87.647008859
,HJ547294,08/07/2003 06:00:00 PM,069XX N DOWAGIAC AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1621,,41,,26,1138169,1945661,,42.007030499,-87.767003454
,HJ547322,08/07/2003 07:00:00 PM,063XX S EBERHART AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0312,,20,,14,1180671,1862987,,41.779291588,-87.613185138
,HJ547547,08/07/2003 05:00:00 PM,004XX N LA SALLE DR,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,false,false,1831,,42,,06,1175066,1903064,,41.889393149,-87.632534851
,HJ547664,08/07/2003 05:00:00 PM,063XX S BISHOP ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,0725,,16,,26,1167754,1862694,,41.778774646,-87.660548531
,HJ547883,08/07/2003 09:00:00 PM,029XX W FARRAGUT AVE,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,false,false,2011,,40,,07,1155946,1934737,,41.976713227,-87.701894713
,HJ547892,08/07/2003 10:00:00 PM,023XX W 50TH PL,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,RESIDENCE,false,false,0915,,16,,17,1161712,1871130,,41.802051721,-87.682464912
,HJ547880,08/07/2003 10:00:00 PM,026XX N MOODY AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,2512,,29,,26,1134954,1916934,,41.928258625,-87.779515385
,HJ547871,08/07/2003 10:00:00 PM,075XX S YATES BLVD,0810,THEFT,OVER $500,STREET,false,false,0414,,7,,06,1193511,1855457,,41.758324003,-87.56635931
,HJ547764,08/07/2003 10:00:00 PM,050XX N MAJOR AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1622,,45,,26,1137175,1933208,,41.972876448,-87.770961474
,HJ547881,08/07/2003 10:45:00 PM,015XX W 115TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0524,,34,,26,1168293,1828470,,41.684847387,-87.659554691
,HJ547126,08/07/2003 08:00:00 AM,016XX W HURON ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1324,,1,,05,1165330,1904753,,41.894240521,-87.668241208
,HJ548065,08/07/2003 09:00:00 PM,007XX N CENTRAL PARK AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,false,false,1121,,27,,07,1152250,1904694,,41.8943468,-87.716281749
,HJ546013,08/07/2003 08:20:00 AM,006XX W LAKE ST,0850,THEFT,ATTEMPT THEFT,COMMERCIAL / BUSINESS OFFICE,false,false,1212,,27,,06,1171739,1901690,,41.885696717,-87.644793353
,HJ547028,08/07/2003 05:01:47 PM,012XX S ASHLAND AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,true,true,1224,,2,,08B,1165916,1894587,,41.866331725,-87.666379171
,HJ546572,08/07/2003 01:40:00 PM,002XX W 87TH ST,031A,ROBBERY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),false,false,0622,,21,,03,1176436,1847222,,41.736126864,-87.629184056
,HJ547355,08/07/2003 07:15:00 AM,005XX W ROSCOE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2331,,44,,14,1171933,1922697,,41.943336706,-87.643460448
,HJ547633,08/07/2003 08:29:00 PM,018XX S PULASKI RD,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,true,true,1014,,24,,04B,1150008,1890728,,41.856066468,-87.724879612
,HJ546845,08/07/2003 01:30:00 PM,069XX S WESTERN AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,false,false,0832,,17,,03,1161571,1858676,,41.7678792,-87.683327303
,HJ546449,08/07/2003 12:45:00 PM,030XX W WALNUT ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1331,,2,,08B,1156013,1901476,,41.88544121,-87.70254821
,HJ546355,08/07/2003 12:00:00 PM,079XX S DAMEN AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,true,true,0611,,18,,26,1164408,1852030,,41.749582332,-87.673115324
,HJ547019,08/07/2003 05:25:00 PM,029XX W 63RD ST,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,false,false,0823,,15,,03,1157653,1862719,,41.779054144,-87.697579113
,HJ546459,08/07/2003 01:05:00 PM,078XX S STEWART AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,false,true,0621,,17,,04A,1174981,1853100,,41.752289382,-87.63433971
,HJ547553,08/07/2003 08:57:00 PM,012XX N MILWAUKEE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,true,false,1424,,1,,04B,1165314,1908476,,41.904457039,-87.66819396
,HJ546096,08/07/2003 09:25:00 AM,013XX S HARDING AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1011,,24,,05,1150261,1893491,,41.863643548,-87.723878976
,HJ546542,08/07/2003 12:58:00 PM,080XX S ABERDEEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0612,,21,,14,1170378,1851593,,41.748255356,-87.651251461
,HJ547468,08/07/2003 08:06:00 PM,003XX N SACRAMENTO BLVD,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,OTHER,true,false,1331,,27,,08B,1156328,1902075,,41.887078564,-87.701375268
,HJ546622,08/07/2003 01:30:00 PM,077XX S WOOD ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0611,,17,,26,1165693,1853379,,41.753257026,-87.668368334
,HJ546930,08/07/2003 03:30:00 PM,0000X E 75TH ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0623,,6,,06,1177752,1855282,,41.758214815,-87.624119338
,HJ547480,08/07/2003 09:00:00 PM,104XX S NORMAL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,2233,,34,,15,1174801,1835735,,41.704641499,-87.635515212
,HJ545652,08/07/2003 12:50:00 AM,074XX N WOLCOTT AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,true,true,2424,,49,,26,1162425,1949527,,42.017163906,-87.677652195
,HJ545814,08/07/2003 03:30:00 AM,061XX N SEELEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2413,,40,,08B,1161554,1940537,,41.99251336,-87.681109273
