ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
,HN611216,11/13/2003 12:00:00 AM,064XX S GREENWOOD AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0314,,20,,06,,,,,
,HR696127,11/13/2003 03:00:00 PM,053XX N KEDZIE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,1712,,40,,06,,,,,
,HJ756059,11/13/2003 02:09:00 AM,009XX N FAIRFIELD AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,APARTMENT,true,false,1311,,26,,08B,1157888,1906181,,41.898314126,-87.695534411
,HJ756195,11/13/2003 01:00:00 AM,056XX S PRAIRIE AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,false,true,0233,,20,,26,1179001,1867749,,41.792397195,-87.619162474
,HJ756226,11/13/2003 02:00:00 AM,014XX N GREENVIEW AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1433,,1,,07,1166126,1909712,,41.907831389,-87.665175906
,HJ756134,11/13/2003 02:00:00 AM,0000X E 100TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0511,,9,,14,1178614,1838357,,41.711750989,-87.621473254
,HJ756067,11/13/2003 03:11:31 AM,109XX S HALSTED ST,0610,BURGLARY,FORCIBLE ENTRY,OTHER,false,false,2233,,34,,05,1172932,1832208,,41.69500423,-87.642462811
,HJ756102,11/13/2003 04:55:00 AM,0000X W 114TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0522,,34,,08B,1178018,1829047,,41.68621653,-87.623936782
,HJ756016,11/13/2003 12:15:00 AM,0000X E 75TH ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0323,,6,,03,1177830,1855288,,41.758229515,-87.623833296
,HJ756238,11/13/2003 06:00:00 AM,087XX S EXCHANGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0423,,10,,14,1197284,1847497,,41.736388033,-87.552796535
,HJ756494,11/13/2003 03:00:00 AM,066XX N FAIRFIELD AVE,0810,THEFT,OVER $500,STREET,false,false,2412,,50,,06,1156793,1943839,,42.001672349,-87.698531819
,HJ756084,11/13/2003 03:00:00 AM,063XX W NEWPORT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1633,,36,,08B,1133552,1922272,,41.942931435,-87.784541762
