ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
11139109,JA498082,11/04/2017 12:05:00 AM,054XX S LAFLIN ST,0460,BATTERY,SIMPLE,APARTMENT,true,false,0934,009,16,61,08B,1167261,1868636,02/10/2018 03:50:01 PM,41.795090788,-87.662185864
11139111,JA498083,11/04/2017 12:20:00 AM,059XX S THROOP ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,0713,007,16,67,08B,1168677,1865303,02/10/2018 03:50:01 PM,41.785914192,-87.657089519
11139123,JA498120,11/04/2017 01:16:00 AM,050XX S LOOMIS BLVD,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,STREET,true,false,0933,009,16,61,26,1167848,1871432,02/10/2018 03:50:01 PM,41.802750737,-87.659953011
11139124,JA498109,11/04/2017 12:53:00 AM,044XX S MARSHFIELD AVE,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,true,false,0924,009,12,61,26,1166080,1875301,02/10/2018 03:50:01 PM,41.813405541,-87.666326936
11139125,JA498079,11/04/2017 12:20:00 AM,038XX S DAMEN AVE,0560,ASSAULT,SIMPLE,STREET,true,false,0912,009,11,59,08A,1163178,1879164,02/10/2018 03:50:01 PM,41.824067373,-87.676863397
11139128,JA498145,11/04/2017 01:49:00 AM,052XX W CONGRESS PKWY,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,false,false,1522,015,29,25,15,1141408,1897177,02/10/2018 03:50:01 PM,41.87392628,-87.756287237
11139129,JA498135,11/04/2017 12:36:00 AM,034XX W MELROSE ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1732,017,35,21,26,1152911,1921402,02/10/2018 03:50:01 PM,41.940181938,-87.713410517
11139132,JA498133,11/04/2017 01:49:00 AM,037XX N WESTERN AVE,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),true,false,1921,019,47,5,26,1159713,1924668,02/10/2018 03:50:01 PM,41.949006338,-87.688320563
11139133,JA498127,11/04/2017 12:10:00 AM,055XX S DAMEN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0715,007,15,67,03,1163971,1867918,02/10/2018 03:50:01 PM,41.793190357,-87.674270532
11139134,JA498124,11/04/2017 01:15:00 AM,002XX S GREEN ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1232,012,2,28,03,1170766,1899170,02/10/2018 03:50:01 PM,41.878803033,-87.648440231
11139135,JA498104,11/04/2017 01:01:00 AM,009XX N CAMBRIDGE AVE,0460,BATTERY,SIMPLE,CHA PARKING LOT/GROUNDS,true,false,1823,018,27,8,08B,1172509,1906359,02/10/2018 03:50:01 PM,41.898491745,-87.641827603
11139137,JA498110,11/04/2017 12:30:00 AM,013XX W WALTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1213,012,27,24,08B,1167130,1906463,02/10/2018 03:50:01 PM,41.8988944,-87.661581218
11139138,JA498125,11/04/2017 01:20:00 AM,070XX S EAST END AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,0332,003,5,43,08B,1188996,1858571,02/10/2018 03:50:01 PM,41.766978356,-87.582806527
11139139,JA498098,11/04/2017 12:45:00 AM,015XX N KINGSBURY ST,1310,CRIMINAL DAMAGE,TO PROPERTY,MOVIE HOUSE/THEATER,false,false,1822,018,32,8,14,1169658,1910009,02/10/2018 03:50:01 PM,41.908570145,-87.652192619
11139140,JA498121,11/04/2017 01:23:00 AM,001XX W KINZIE ST,0460,BATTERY,SIMPLE,RESTAURANT,false,false,1831,018,42,8,08B,1175321,1902997,02/10/2018 03:50:01 PM,41.889203579,-87.631600408
11139143,JA498084,11/04/2017 12:32:00 AM,089XX S MORGAN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,true,true,2222,022,21,73,14,1171214,1845474,02/10/2018 03:50:01 PM,41.731445758,-87.648366544
11139145,JA498131,11/04/2017 01:35:00 AM,057XX S DAMEN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0715,007,15,67,06,1164006,1866608,02/10/2018 03:50:01 PM,41.789594815,-87.67417902
11139149,JA498162,11/04/2017 01:06:00 AM,002XX W 23RD PL,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,true,false,0914,009,25,34,18,1174896,1888723,02/10/2018 03:50:01 PM,41.850044312,-87.633588471
11139155,JA498075,11/04/2017 12:15:00 AM,048XX W 63RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0813,008,23,64,08B,1145376,1862402,02/10/2018 03:50:01 PM,41.7784245,-87.742596349
11139157,JA498132,11/04/2017 01:15:00 AM,038XX W 59TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0822,008,13,62,08B,1151841,1865209,02/10/2018 03:50:01 PM,41.786003025,-87.718821436
11139158,JA498101,11/04/2017 12:53:00 AM,063XX N CALIFORNIA AVE,0560,ASSAULT,SIMPLE,TAVERN/LIQUOR STORE,true,false,2413,024,50,2,08A,1156515,1941989,02/10/2018 03:50:01 PM,41.996601525,-87.699604918
11139166,JA498138,11/04/2017 01:50:00 AM,026XX S KILDARE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1031,010,22,30,03,1148148,1886089,02/10/2018 03:50:01 PM,41.84337242,-87.731826084
11139168,JA498165,11/04/2017 02:35:00 AM,020XX W BALMORAL AVE,0460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,false,false,2012,020,40,4,08B,1161674,1935850,02/10/2018 03:50:01 PM,41.979649551,-87.680799226
11139169,JA498107,11/04/2017 01:00:00 AM,040XX W CHICAGO AVE,0330,ROBBERY,AGGRAVATED,GAS STATION,false,false,1111,011,37,23,03,1149484,1905044,02/10/2018 03:50:01 PM,41.895361374,-87.726431415
11139171,JA498164,11/04/2017 01:00:00 AM,020XX N MILWAUKEE AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,STREET,false,false,1431,014,1,22,02,1159295,1913552,02/10/2018 03:50:01 PM,41.918511914,-87.690163597
11139172,JA498175,11/04/2017 03:08:00 AM,056XX N SHERIDAN RD,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,false,false,2022,020,48,77,14,1168616,1937674,02/10/2018 03:50:01 PM,41.984506698,-87.655216366
11139173,JA498096,11/04/2017 12:10:00 AM,091XX S COLFAX AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0423,004,7,48,08B,1195095,1844829,02/10/2018 03:50:01 PM,41.729121008,-87.560903844
11139174,JA498166,11/04/2017 02:39:00 AM,054XX S ELLIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0233,002,5,41,14,1183869,1869555,02/10/2018 03:50:01 PM,41.79724065,-87.601256037
11139175,JA498142,11/04/2017 12:01:00 AM,106XX S OGLESBY AVE,0560,ASSAULT,SIMPLE,CHA APARTMENT,false,false,0434,004,10,51,08A,1194028,1834970,02/10/2018 03:50:01 PM,41.702093161,-87.565134688
