ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Updated On,Latitude,Longitude
,HH438276,06/13/2002 04:00:00 AM,011XX W WILSON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,HOTEL/MOTEL,false,false,2311,,46,,14,1167822,1930700,,41.965387049,-87.658338686
,HH438281,06/13/2002 04:35:00 AM,008XX N WESTERN AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,1312,,32,,03,1160259,1905345,,41.895971375,-87.686849035
,HH438125,06/13/2002 12:54:04 AM,096XX S HOXIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0431,,7,,14,1195059,1841458,,41.719871565,-87.561146488
,HH438330,06/13/2002 06:45:00 AM,046XX N SHERIDAN RD,0460,BATTERY,SIMPLE,STREET,false,true,2312,,46,,08B,1168782,1931169,,41.966653193,-87.654795347
,HH438295,06/13/2002 06:20:00 AM,099XX S LA SALLE ST,0460,BATTERY,SIMPLE,STREET,false,false,0511,,9,,08B,1177027,1838988,,41.713518397,-87.627266281
,HH438391,06/13/2002 07:00:00 AM,080XX S WOOD ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0611,,21,,06,1165749,1851287,,41.747515091,-87.668222377
,HH438407,06/13/2002 12:00:00 AM,005XX N LEAVITT ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,1313,,26,,14,1161637,1903803,,41.891711397,-87.681830934
,HH438293,06/13/2002 05:54:20 AM,080XX S MARQUETTE AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0422,,7,,08B,1195573,1852145,,41.74918493,-87.55891168
,HH438298,06/13/2002 06:06:00 AM,011XX W CORNELIA AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1924,,44,,06,1168127,1923397,,41.945340739,-87.657429055
,HH438100,06/13/2002 12:15:00 AM,056XX N KIMBALL AVE,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,false,false,1711,,39,,06,1152698,1937206,,41.983553381,-87.713773382
,HH438263,06/13/2002 04:55:00 AM,008XX N SEDGWICK ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,CHA PARKING LOT/GROUNDS,false,false,1823,,27,,04B,1173355,1906145,,41.897885763,-87.638726692
,HH438269,06/13/2002 05:18:00 AM,067XX S ARTESIAN AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,true,true,0832,,15,,04B,1161200,1859994,,41.771503666,-87.684650758
,HH438267,06/13/2002 04:20:00 AM,002XX W 106TH PL,0460,BATTERY,SIMPLE,RESIDENCE,false,true,0512,,34,,08B,1176454,1834315,,41.7007079,-87.629504683
,HH438270,06/13/2002 05:15:00 AM,025XX W 63RD ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0825,,15,,03,1160362,1862793,,41.779201821,-87.687645566
,HH438207,06/13/2002 01:45:00 AM,052XX W LAKE ST,0560,ASSAULT,SIMPLE,APARTMENT,true,true,1523,,28,,08A,1141185,1902045,,41.887288799,-87.756985971
,HH438727,06/13/2002 03:00:00 AM,037XX W 112TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,2211,,19,,26,1153467,1829711,,41.688558317,-87.713796593
,HH438220,06/13/2002 02:59:32 AM,045XX S WHIPPLE ST,0560,ASSAULT,SIMPLE,APARTMENT,true,false,0912,,14,,08A,1156797,1874324,,41.810917199,-87.700404071
,HH438783,06/13/2002 08:00:00 AM,001XX W MONROE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,false,true,0112,,42,,26,1175408,1899895,,41.880689561,-87.631374096
,HH438365,06/13/2002 07:29:14 AM,007XX E 42ND ST,0460,BATTERY,SIMPLE,RESIDENCE,true,true,0213,,4,,08B,1181889,1877313,,41.818575268,-87.60827686
,HH438983,06/13/2002 06:00:00 AM,004XX W ST JAMES PL,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,2333,,43,,06,1172796,1917209,,41.928258322,-87.640451538
,HH439108,06/13/2002 01:50:00 PM,056XX S WESTERN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,0824,,16,,07,1161322,1867544,,41.79221937,-87.683994549
,HH439156,06/13/2002 01:00:00 PM,037XX N NEWLAND AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,1632,,36,,08B,1129412,1923975,,41.947676388,-87.799719607
,HH439196,06/13/2002 02:25:00 PM,021XX W 35TH ST,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,OTHER,false,false,0913,,11,,17,1162733,1881452,,41.830355219,-87.678431971
,HH439349,06/13/2002 07:40:00 AM,041XX N MARINE DR,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",false,false,2323,,46,,08A,1171210,1927608,,41.956828595,-87.645973056
,HH439485,06/13/2002 04:30:00 PM,039XX W DIVERSEY AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,true,2524,,30,,08B,1149460,1918323,,41.931800684,-87.726174308
,HH439510,06/13/2002 04:00:00 PM,004XX S WELLS ST,0820,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,false,false,0131,,2,,06,1174792,1898348,,41.876458301,-87.633682279
,HH439562,06/13/2002 05:05:00 PM,047XX N ELSTON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,SMALL RETAIL STORE,false,false,1722,,39,,26,1145892,1931233,,41.967295403,-87.738957273
,HH439383,06/13/2002 12:00:00 PM,018XX N HUMBOLDT BLVD,0810,THEFT,OVER $500,STREET,false,false,1421,,35,,06,1156087,1911988,,41.914285586,-87.70199239
,HH439594,06/13/2002 08:25:00 AM,004XX N WABASH AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1834,,42,,06,1176668,1903134,,41.889549179,-87.626649595
,HH439904,06/13/2002 03:00:00 AM,022XX W 50TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0915,,16,,14,1162161,1871476,,41.802991846,-87.680808607
,HH439654,06/13/2002 08:00:00 AM,001XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,false,false,0123,,42,,06,1177321,1899793,,41.880366516,-87.6243529
,HH439001,06/13/2002 01:29:35 PM,115XX S WESTERN AVE,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,RESTAURANT,false,false,2212,,19,,26,1162464,1828033,,41.6837713,-87.680905333
,HH439785,06/13/2002 05:15:00 PM,001XX N MICHIGAN AVE,0810,THEFT,OVER $500,MEDICAL/DENTAL OFFICE,false,false,0122,,42,,06,1177270,1901551,,41.885191719,-87.624486846
,HH440170,06/13/2002 12:30:00 PM,040XX W WILCOX ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,1115,,28,,07,1149387,1899028,,41.8788547,-87.726943813
,HH440167,06/13/2002 08:30:00 PM,052XX W FERDINAND ST,0460,BATTERY,SIMPLE,RESIDENCE,false,true,1523,,28,,08B,1141309,1902645,,41.888932986,-87.756515789
,HH439709,06/13/2002 05:30:00 PM,019XX N DAMEN AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,1434,,32,,08A,1162723,1912841,,41.916489644,-87.677588822
,HH440254,06/13/2002 05:00:00 PM,044XX N SHERIDAN RD,0810,THEFT,OVER $500,RESIDENCE,false,false,2313,,46,,06,1168806,1929558,,41.962232035,-87.654754014
,HH440447,06/13/2002 11:15:00 PM,006XX N DEARBORN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1832,,42,,14,1175817,1904854,,41.89428814,-87.629722994
,HH440466,06/13/2002 10:30:00 PM,013XX W LUNT AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,2423,,49,,06,1165953,1946632,,42.009145091,-87.664753261
,HH440229,06/13/2002 09:56:00 PM,045XX N HAZEL ST,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,2313,,46,,06,1169442,1930517,,41.964849717,-87.652387695
,HH440384,06/13/2002 10:30:00 PM,071XX S RIDGELAND AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0324,,5,,08B,1189101,1858113,,41.765719051,-87.582436322
,HH440260,06/13/2002 09:50:00 PM,037XX W 69TH PL,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,true,false,0833,,13,,04A,1152680,1858261,,41.766920134,-87.715928111
,HH438596,06/13/2002 09:47:47 AM,050XX S KEATING AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,0815,,23,,07,1145542,1870875,,41.801672658,-87.741774041
,HH438439,06/13/2002 08:15:00 AM,032XX N HARLEM AVE,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,1631,,36,,06,1127517,1920601,,41.938449891,-87.806761504
,HH438775,06/13/2002 11:30:00 AM,039XX N KEELER AVE,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE,false,false,1731,,38,,03,1147703,1925799,,41.952349424,-87.732438481
,HH440403,06/13/2002 11:33:47 PM,004XX W WELLINGTON AVE,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,false,false,2332,,44,,03,1172857,1920243,,41.936582385,-87.640137245
,HH440036,06/13/2002 12:23:00 AM,010XX N HONORE ST,0810,THEFT,OVER $500,STREET,false,false,1322,,1,,06,1163876,1907035,,41.900533305,-87.673516832
